,tmk,em49
2010-11-05 12:00:00.975,5.5551,0.0000
2010-11-05 12:00:03.025,5.9745,0.0000
2010-11-05 12:00:05.071,6.7229,0.0000
2010-11-05 12:00:07.118,6.7586,0.0000
2010-11-05 12:00:09.168,6.3946,0.0000
2010-11-05 12:00:11.215,6.7229,0.0000
2010-11-05 12:00:13.265,6.7229,0.0000
2010-11-05 12:00:15.311,6.7586,0.0000
2010-11-05 12:00:17.358,6.3613,0.0000
2010-11-05 12:00:19.401,6.3946,0.0000
2010-11-05 12:00:21.451,6.7229,0.0000
2010-11-05 12:00:23.498,6.3946,0.0000
2010-11-05 12:00:25.545,6.3946,0.0000
2010-11-05 12:00:27.595,5.9442,0.0000
2010-11-05 12:00:29.641,7.1030,0.0000
2010-11-05 12:00:31.691,6.6879,0.0000
2010-11-05 12:00:33.738,6.3613,0.0000
2010-11-05 12:00:35.785,6.3946,0.0000
2010-11-05 12:00:37.835,6.2966,0.0000
2010-11-05 12:00:39.881,6.2651,0.0000
2010-11-05 12:00:41.931,6.3287,0.0000
2010-11-05 12:00:43.978,6.7229,0.0000
2010-11-05 12:00:46.025,7.0650,0.0000
2010-11-05 12:00:48.075,6.3287,0.0000
2010-11-05 12:00:50.121,6.6535,0.0000
2010-11-05 12:00:52.168,6.6879,0.0000
2010-11-05 12:00:54.218,6.7229,0.0000
2010-11-05 12:00:56.265,7.0277,0.0000
2010-11-05 12:00:58.315,6.6879,0.0000
2010-11-05 12:01:00.361,6.6879,0.0000
2010-11-05 12:01:02.408,6.7229,0.0000
2010-11-05 12:01:04.458,5.5274,0.0000
2010-11-05 12:01:06.505,5.5274,0.0000
2010-11-05 12:01:08.555,5.5274,0.0000
2010-11-05 12:01:10.601,4.5700,0.0000
2010-11-05 12:01:12.648,4.5484,0.0000
2010-11-05 12:01:14.698,5.5002,0.0000
2010-11-05 12:01:16.745,5.5274,0.0000
2010-11-05 12:01:18.795,5.0426,0.0000
2010-11-05 12:01:20.841,3.9292,0.0000
2010-11-05 12:01:22.888,3.1990,0.0000
2010-11-05 12:01:24.938,3.9292,0.0000
2010-11-05 12:01:26.985,3.9292,0.0000
2010-11-05 12:01:29.035,4.5272,0.0000
2010-11-05 12:01:31.081,3.9123,0.0000
2010-11-05 12:01:33.128,3.1869,0.0000
2010-11-05 12:01:35.178,3.9292,0.0000
2010-11-05 12:01:37.225,3.9465,0.0000
2010-11-05 12:01:39.275,3.1749,0.0000
2010-11-05 12:01:41.321,1.9372,0.0000
2010-11-05 12:01:43.368,3.1749,0.0000
2010-11-05 12:01:45.418,4.5272,0.0000
2010-11-05 12:01:47.465,3.9292,0.0000
2010-11-05 12:01:49.515,3.9123,0.0000
2010-11-05 12:01:51.561,3.9123,0.0000
2010-11-05 12:01:53.608,3.1749,0.0000
2010-11-05 12:01:55.658,3.1869,0.0000
2010-11-05 12:01:57.705,3.8957,0.0000
2010-11-05 12:01:59.751,3.9465,0.0000
2010-11-05 12:02:01.801,3.8633,0.0000
2010-11-05 12:02:03.848,3.1632,0.0000
2010-11-05 12:02:05.895,3.1632,0.0000
2010-11-05 12:02:07.945,3.8957,0.0000
2010-11-05 12:02:09.991,4.9949,0.0000
2010-11-05 12:02:12.041,4.5064,0.0000
2010-11-05 12:02:14.088,5.4734,0.0000
2010-11-05 12:02:16.135,4.4860,0.0000
2010-11-05 12:02:18.185,4.4860,0.0000
2010-11-05 12:02:20.231,5.0185,0.0000
2010-11-05 12:02:22.281,4.4659,0.0000
2010-11-05 12:02:24.328,5.4734,0.0000
2010-11-05 12:02:26.375,4.9949,0.0000
2010-11-05 12:02:28.425,4.9949,0.0000
2010-11-05 12:02:30.471,5.0185,0.0000
2010-11-05 12:02:32.521,4.9490,0.0000
2010-11-05 12:02:34.568,4.4659,0.0000
2010-11-05 12:02:36.615,5.0185,0.0000
2010-11-05 12:02:38.665,4.9717,0.0000
2010-11-05 12:02:40.711,4.5272,0.0000
2010-11-05 12:02:42.761,5.4734,0.0000
2010-11-05 12:02:44.808,5.4472,0.0000
2010-11-05 12:02:46.855,5.4734,0.0000
2010-11-05 12:02:48.905,5.4472,0.0000
2010-11-05 12:02:50.951,4.4860,0.0000
2010-11-05 12:02:53.001,3.9123,0.0000
2010-11-05 12:02:55.048,3.8957,0.0000
2010-11-05 12:02:57.095,3.8957,0.0000
2010-11-05 12:02:59.145,3.1749,0.0000
2010-11-05 12:03:01.191,3.1632,0.0000
2010-11-05 12:03:03.238,3.8957,0.0000
2010-11-05 12:03:05.288,3.8957,0.0000
2010-11-05 12:03:07.335,3.8957,0.0000
2010-11-05 12:03:09.385,3.1749,0.0000
2010-11-05 12:03:11.431,3.8957,0.0000
2010-11-05 12:03:13.478,1.9281,0.0000
2010-11-05 12:03:15.528,1.9326,0.0000
2010-11-05 12:03:17.575,3.9123,0.0000
2010-11-05 12:03:19.625,4.4860,0.0000
2010-11-05 12:03:21.671,5.4734,0.0000
2010-11-05 12:03:23.718,4.4860,0.0000
2010-11-05 12:03:25.768,4.4860,0.0000
2010-11-05 12:03:27.815,5.0670,0.0000
2010-11-05 12:03:29.865,6.2966,0.0000
2010-11-05 12:03:31.911,6.6535,0.0000
2010-11-05 12:03:33.958,6.2651,0.0000
2010-11-05 12:03:36.008,6.9911,0.0000
2010-11-05 12:03:38.055,7.2743,0.0000
2010-11-05 12:03:40.105,7.2743,0.0000
2010-11-05 12:03:42.151,7.6199,0.0000
2010-11-05 12:03:44.198,6.6535,0.0000
2010-11-05 12:03:46.248,6.9911,0.0000
2010-11-05 12:03:48.295,6.9911,0.0000
2010-11-05 12:03:50.345,6.6198,0.0000
2010-11-05 12:03:52.391,6.6198,0.0000
2010-11-05 12:03:54.438,6.6198,0.0000
2010-11-05 12:03:56.488,6.2651,0.0000
2010-11-05 12:03:58.535,6.2651,0.0000
2010-11-05 12:04:00.585,6.5867,0.0000
2010-11-05 12:04:02.631,7.5797,0.0000
2010-11-05 12:04:04.678,7.3123,0.0000
2010-11-05 12:04:06.728,7.6199,0.0000
2010-11-05 12:04:08.775,8.2016,0.0000
2010-11-05 12:04:10.821,7.9161,0.0000
2010-11-05 12:04:12.871,7.6199,0.0000
2010-11-05 12:04:14.918,7.9591,0.0000
2010-11-05 12:04:16.965,7.9161,0.0000
2010-11-05 12:04:19.015,8.2922,0.0000
2010-11-05 12:04:21.061,7.9591,0.0000
2010-11-05 12:04:23.111,8.2465,0.0000
2010-11-05 12:04:25.158,7.9591,0.0000
2010-11-05 12:04:27.205,7.6199,0.0000
2010-11-05 12:04:29.255,7.3123,0.0000
2010-11-05 12:04:31.301,7.3123,0.0000
2010-11-05 12:04:33.351,7.5797,0.0000
2010-11-05 12:04:35.398,7.2743,0.0000
2010-11-05 12:04:37.445,6.9552,0.0000
2010-11-05 12:04:39.495,7.3123,0.0000
2010-11-05 12:04:41.541,6.9911,0.0000
2010-11-05 12:04:43.591,6.9552,0.0000
2010-11-05 12:04:45.638,6.2966,0.0000
2010-11-05 12:04:47.685,6.2966,0.0000
2010-11-05 12:04:49.735,7.6199,0.0000
2010-11-05 12:04:51.781,6.9552,0.0000
2010-11-05 12:04:53.831,6.9911,0.0000
2010-11-05 12:04:55.878,6.9199,0.0000
2010-11-05 12:04:57.925,7.3123,0.0000
2010-11-05 12:04:59.975,7.2370,0.0000
2010-11-05 12:05:02.021,7.3123,0.0000
2010-11-05 12:05:04.071,7.2743,0.0000
2010-11-05 12:05:06.118,7.3123,0.0000
2010-11-05 12:05:08.165,7.2743,0.0000
2010-11-05 12:05:10.215,7.3123,0.0000
2010-11-05 12:05:12.261,6.9911,0.0000
2010-11-05 12:05:14.308,7.3123,0.0000
2010-11-05 12:05:16.358,7.5404,0.0000
2010-11-05 12:05:18.405,6.6198,0.0000
2010-11-05 12:05:20.455,6.6535,0.0000
2010-11-05 12:05:22.501,6.6535,0.0000
2010-11-05 12:05:24.548,6.6535,0.0000
2010-11-05 12:05:26.598,6.5542,0.0000
2010-11-05 12:05:28.645,6.8853,0.0000
2010-11-05 12:05:30.695,7.2370,0.0000
2010-11-05 12:05:32.741,7.2370,0.0000
2010-11-05 12:05:34.788,6.9199,0.0000
2010-11-05 12:05:36.838,6.8853,0.0000
2010-11-05 12:05:38.885,6.5867,0.0000
2010-11-05 12:05:40.935,6.9199,0.0000
2010-11-05 12:05:42.981,6.8853,0.0000
2010-11-05 12:05:45.028,6.8853,0.0000
2010-11-05 12:05:47.078,6.8853,0.0000
2010-11-05 12:05:49.125,6.5542,0.0000
2010-11-05 12:05:51.175,6.9199,0.0000
2010-11-05 12:05:53.221,6.9199,0.0000
2010-11-05 12:05:55.268,6.9199,0.0000
2010-11-05 12:05:57.318,6.9199,0.0000
2010-11-05 12:05:59.365,6.9552,0.0000
2010-11-05 12:06:01.415,6.2651,0.0000
2010-11-05 12:06:03.461,6.2966,0.0000
2010-11-05 12:06:05.508,5.9145,0.0000
2010-11-05 12:06:07.558,5.8567,0.0000
2010-11-05 12:06:09.605,5.8567,0.0000
2010-11-05 12:06:11.655,5.8567,0.0000
2010-11-05 12:06:13.701,5.8854,0.0000
2010-11-05 12:06:15.748,6.2966,0.0000
2010-11-05 12:06:17.798,5.0185,0.0000
2010-11-05 12:06:19.845,5.0185,0.0000
2010-11-05 12:06:21.891,5.5002,0.0000
2010-11-05 12:06:23.941,5.5002,0.0000
2010-11-05 12:06:25.988,5.4734,0.0000
2010-11-05 12:06:28.035,5.4734,0.0000
2010-11-05 12:06:30.085,5.0185,0.0000
2010-11-05 12:06:32.131,5.0185,0.0000
2010-11-05 12:06:34.181,5.9145,0.0000
2010-11-05 12:06:36.228,7.6199,0.0000
2010-11-05 12:06:38.275,7.6199,0.0000
2010-11-05 12:06:40.325,7.5797,0.0000
2010-11-05 12:06:42.371,8.1576,0.0000
2010-11-05 12:06:44.421,7.8740,0.0000
2010-11-05 12:06:46.468,7.8326,0.0000
2010-11-05 12:06:48.515,7.2370,0.0000
2010-11-05 12:06:50.565,7.5017,0.0000
2010-11-05 12:06:52.611,7.5017,0.0000
2010-11-05 12:06:54.661,7.2743,0.0000
2010-11-05 12:06:56.708,7.8326,0.0000
2010-11-05 12:06:58.755,7.2743,0.0000
2010-11-05 12:07:00.805,7.5797,0.0000
2010-11-05 12:07:02.851,7.5797,0.0000
2010-11-05 12:07:04.901,7.8740,0.0000
2010-11-05 12:07:06.948,7.5797,0.0000
2010-11-05 12:07:08.995,7.6199,0.0000
2010-11-05 12:07:11.045,7.5404,0.0000
2010-11-05 12:07:13.091,7.2743,0.0000
2010-11-05 12:07:15.141,7.5797,0.0000
2010-11-05 12:07:17.188,7.5797,0.0000
2010-11-05 12:07:19.235,7.8740,0.0000
2010-11-05 12:07:21.285,7.5797,0.0000
2010-11-05 12:07:23.331,7.5404,0.0000
2010-11-05 12:07:25.378,7.2743,0.0000
2010-11-05 12:07:27.428,7.2370,0.0000
2010-11-05 12:07:29.475,7.5797,0.0000
2010-11-05 12:07:31.525,7.6199,0.0000
2010-11-05 12:07:33.571,7.5404,0.0000
2010-11-05 12:07:35.618,7.8326,0.0000
2010-11-05 12:07:37.668,8.3870,0.0000
2010-11-05 12:07:39.715,8.1576,0.0000
2010-11-05 12:07:41.765,8.1576,0.0000
2010-11-05 12:07:43.811,8.1576,0.0000
2010-11-05 12:07:45.858,8.2016,0.0000
2010-11-05 12:07:47.908,8.1576,0.0000
2010-11-05 12:07:49.955,8.2016,0.0000
2010-11-05 12:07:52.005,8.1576,0.0000
2010-11-05 12:07:54.051,8.1576,0.0000
2010-11-05 12:07:56.098,8.4321,0.0000
2010-11-05 12:07:58.148,7.8326,0.0000
2010-11-05 12:08:00.195,8.2016,0.0000
2010-11-05 12:08:02.245,7.8326,0.0000
2010-11-05 12:08:04.291,8.0720,0.0000
2010-11-05 12:08:06.338,7.8740,0.0000
2010-11-05 12:08:08.388,7.9161,0.0000
2010-11-05 12:08:10.435,7.9161,0.0000
2010-11-05 12:08:12.485,8.2465,0.0000
2010-11-05 12:08:14.531,7.6608,0.0000
2010-11-05 12:08:16.578,7.3123,0.0000
2010-11-05 12:08:18.628,7.0277,0.0000
2010-11-05 12:08:20.675,7.3510,0.0000
2010-11-05 12:08:22.725,7.7450,0.0000
2010-11-05 12:08:24.771,7.7025,0.0000
2010-11-05 12:08:26.818,7.4308,0.0000
2010-11-05 12:08:28.868,7.4718,0.0000
2010-11-05 12:08:30.915,7.3905,0.0000
2010-11-05 12:08:32.965,7.4718,0.0000
2010-11-05 12:08:35.011,7.7450,0.0000
2010-11-05 12:08:37.058,8.6709,0.0000
2010-11-05 12:08:39.108,8.3388,0.0000
2010-11-05 12:08:41.155,8.4350,0.0000
2010-11-05 12:08:43.205,8.0928,0.0000
2010-11-05 12:08:45.251,8.0928,0.0000
2010-11-05 12:08:47.298,8.0928,0.0000
2010-11-05 12:08:49.348,6.7950,0.0000
2010-11-05 12:08:51.395,7.4308,0.0000
2010-11-05 12:08:53.445,8.0474,0.0000
2010-11-05 12:08:55.491,7.7884,0.0000
2010-11-05 12:08:57.538,7.8326,0.0000
2010-11-05 12:08:59.588,7.8326,0.0000
2010-11-05 12:09:01.635,7.4718,0.0000
2010-11-05 12:09:03.681,7.4718,0.0000
2010-11-05 12:09:05.731,7.5137,0.0000
2010-11-05 12:09:07.778,6.7586,0.0000
2010-11-05 12:09:09.825,6.3946,0.0000
2010-11-05 12:09:11.875,6.7950,0.0000
2010-11-05 12:09:13.921,6.4285,0.0000
2010-11-05 12:09:15.971,6.7950,0.0000
2010-11-05 12:09:18.018,7.4718,0.0000
2010-11-05 12:09:20.065,7.1418,0.0000
2010-11-05 12:09:22.115,7.1030,0.0000
2010-11-05 12:09:24.161,7.1418,0.0000
2010-11-05 12:09:26.211,7.1813,0.0000
2010-11-05 12:09:28.258,6.8321,0.0000
2010-11-05 12:09:30.305,7.5564,0.0000
2010-11-05 12:09:32.355,6.7950,0.0000
2010-11-05 12:09:34.401,6.8700,0.0000
2010-11-05 12:09:36.451,6.8321,0.0000
2010-11-05 12:09:38.498,6.8700,0.0000
2010-11-05 12:09:40.545,6.4630,0.0000
2010-11-05 12:09:42.595,6.8700,0.0000
2010-11-05 12:09:44.641,6.4982,0.0000
2010-11-05 12:09:46.691,6.8321,0.0000
2010-11-05 12:09:48.738,6.4982,0.0000
2010-11-05 12:09:50.785,6.4982,0.0000
2010-11-05 12:09:52.835,6.8321,0.0000
2010-11-05 12:09:54.881,7.1813,0.0000
2010-11-05 12:09:56.931,7.2216,0.0000
2010-11-05 12:09:58.978,7.1813,0.0000
2010-11-05 12:10:01.025,7.2627,0.0000
2010-11-05 12:10:03.075,7.2216,0.0000
2010-11-05 12:10:05.121,7.2627,0.0000
2010-11-05 12:10:07.171,7.2627,0.0000
2010-11-05 12:10:09.218,7.2627,0.0000
2010-11-05 12:10:11.265,7.2627,0.0000
2010-11-05 12:10:13.315,6.9086,0.0000
2010-11-05 12:10:15.361,7.2216,0.0000
2010-11-05 12:10:17.408,7.5564,0.0000
2010-11-05 12:10:19.458,6.8700,0.0000
2010-11-05 12:10:21.505,7.2627,0.0000
2010-11-05 12:10:23.555,7.2627,0.0000
2010-11-05 12:10:25.601,7.3047,0.0000
2010-11-05 12:10:27.648,7.3047,0.0000
2010-11-05 12:10:29.698,7.3047,0.0000
2010-11-05 12:10:31.745,7.9238,0.0000
2010-11-05 12:10:33.795,7.6446,0.0000
2010-11-05 12:10:35.841,7.6446,0.0000
2010-11-05 12:10:37.888,7.3475,0.0000
2010-11-05 12:10:39.938,7.6446,0.0000
2010-11-05 12:10:41.985,8.6932,0.0000
2010-11-05 12:10:44.035,7.6901,0.0000
2010-11-05 12:10:46.081,7.7841,0.0000
2010-11-05 12:10:48.128,7.3475,0.0000
2010-11-05 12:10:50.178,7.3913,0.0000
2010-11-05 12:10:52.225,7.3913,0.0000
2010-11-05 12:10:54.275,7.4360,0.0000
2010-11-05 12:10:56.321,7.3913,0.0000
2010-11-05 12:10:58.368,7.7841,0.0000
2010-11-05 12:11:00.418,7.0293,0.0000
2010-11-05 12:11:02.465,7.3913,0.0000
2010-11-05 12:11:04.515,7.3913,0.0000
2010-11-05 12:11:06.561,7.3913,0.0000
2010-11-05 12:11:08.608,7.3913,0.0000
2010-11-05 12:11:10.658,7.3913,0.0000
2010-11-05 12:11:12.705,7.7366,0.0000
2010-11-05 12:11:14.751,7.3913,0.0000
2010-11-05 12:11:16.801,7.7366,0.0000
2010-11-05 12:11:18.848,7.7841,0.0000
2010-11-05 12:11:20.895,7.8326,0.0000
2010-11-05 12:11:22.945,7.8326,0.0000
2010-11-05 12:11:24.991,7.0712,0.0000
2010-11-05 12:11:27.041,7.4816,0.0000
2010-11-05 12:11:29.088,7.4816,0.0000
2010-11-05 12:11:31.135,6.3490,0.0000
2010-11-05 12:11:33.185,7.1141,0.0000
2010-11-05 12:11:35.231,7.4816,0.0000
2010-11-05 12:11:37.281,7.5762,0.0000
2010-11-05 12:11:39.328,7.5284,0.0000
2010-11-05 12:11:41.375,7.5284,0.0000
2010-11-05 12:11:43.425,7.2026,0.0000
2010-11-05 12:11:45.471,7.1578,0.0000
2010-11-05 12:11:47.521,6.8079,0.0000
2010-11-05 12:11:49.568,6.3490,0.0000
2010-11-05 12:11:51.615,7.1141,0.0000
2010-11-05 12:11:53.665,6.2746,0.0000
2010-11-05 12:11:55.711,6.3490,0.0000
2010-11-05 12:11:57.761,6.3874,0.0000
2010-11-05 12:11:59.808,6.8506,0.0000
2010-11-05 12:12:01.855,5.9687,0.0000
2010-11-05 12:12:03.905,5.9687,0.0000
2010-11-05 12:12:05.951,6.8506,0.0000
2010-11-05 12:12:08.001,4.8936,0.0000
2010-11-05 12:12:10.048,6.0054,0.0000
2010-11-05 12:12:12.095,5.4972,0.0000
2010-11-05 12:12:14.145,6.4267,0.0000
2010-11-05 12:12:16.191,6.0054,0.0000
2010-11-05 12:12:18.241,7.2952,0.0000
2010-11-05 12:12:20.288,7.2484,0.0000
2010-11-05 12:12:22.335,6.9388,0.0000
2010-11-05 12:12:24.385,7.6751,0.0000
2010-11-05 12:12:26.431,6.9845,0.0000
2010-11-05 12:12:28.478,6.9388,0.0000
2010-11-05 12:12:30.528,6.4669,0.0000
2010-11-05 12:12:32.575,6.5080,0.0000
2010-11-05 12:12:34.625,6.5080,0.0000
2010-11-05 12:12:36.671,6.5080,0.0000
2010-11-05 12:12:38.718,6.0430,0.0000
2010-11-05 12:12:40.768,6.0814,0.0000
2010-11-05 12:12:42.815,6.0430,0.0000
2010-11-05 12:12:44.865,7.3922,0.0000
2010-11-05 12:12:46.911,7.7264,0.0000
2010-11-05 12:12:48.958,6.8506,0.0000
2010-11-05 12:12:51.008,7.2952,0.0000
2010-11-05 12:12:53.055,7.6751,0.0000
2010-11-05 12:12:55.105,7.2952,0.0000
2010-11-05 12:12:57.151,6.5080,0.0000
2010-11-05 12:12:59.198,6.0430,0.0000
2010-11-05 12:13:01.248,6.4669,0.0000
2010-11-05 12:13:03.295,6.0430,0.0000
2010-11-05 12:13:05.345,6.0430,0.0000
2010-11-05 12:13:07.391,6.0430,0.0000
2010-11-05 12:13:09.438,6.0430,0.0000
2010-11-05 12:13:11.488,6.5080,0.0000
2010-11-05 12:13:13.535,4.9518,0.0000
2010-11-05 12:13:15.585,4.2998,0.0000
2010-11-05 12:13:17.631,5.5655,0.0000
2010-11-05 12:13:19.678,7.7264,0.0000
2010-11-05 12:13:21.728,6.9845,0.0000
2010-11-05 12:13:23.775,8.2045,0.0000
2010-11-05 12:13:25.821,7.0313,0.0000
2010-11-05 12:13:27.871,7.0313,0.0000
2010-11-05 12:13:29.918,6.6372,0.0000
2010-11-05 12:13:31.965,6.6372,0.0000
2010-11-05 12:13:34.015,6.6824,0.0000
2010-11-05 12:13:36.061,6.1610,0.0000
2010-11-05 12:13:38.111,7.6010,0.0000
2010-11-05 12:13:40.158,8.0613,0.0000
2010-11-05 12:13:42.205,8.0020,0.0000
2010-11-05 12:13:44.255,8.0020,0.0000
2010-11-05 12:13:46.301,7.6010,0.0000
2010-11-05 12:13:48.351,7.9441,0.0000
2010-11-05 12:13:50.398,7.1786,0.0000
2010-11-05 12:13:52.445,6.7764,0.0000
2010-11-05 12:13:54.495,7.1786,0.0000
2010-11-05 12:13:56.541,6.8753,0.0000
2010-11-05 12:13:58.591,7.2831,0.0000
2010-11-05 12:14:00.638,6.8252,0.0000
2010-11-05 12:14:02.685,6.8753,0.0000
2010-11-05 12:14:04.735,6.3321,0.0000
2010-11-05 12:14:06.781,5.2507,0.0000
2010-11-05 12:14:08.831,3.6064,0.0000
2010-11-05 12:14:10.878,3.5640,0.0000
2010-11-05 12:14:12.925,5.8313,0.0000
2010-11-05 12:14:14.975,5.8313,0.0000
2010-11-05 12:14:17.021,6.4243,0.0000
2010-11-05 12:14:19.071,5.8731,0.0000
2010-11-05 12:14:21.118,5.8731,0.0000
2010-11-05 12:14:23.165,5.2883,0.0000
2010-11-05 12:14:25.215,6.0057,0.0000
2010-11-05 12:14:27.261,5.9603,0.0000
2010-11-05 12:14:29.311,6.0057,0.0000
2010-11-05 12:14:31.358,5.3666,0.0000
2010-11-05 12:14:33.405,5.3269,0.0000
2010-11-05 12:14:35.455,4.5827,0.0000
2010-11-05 12:14:37.501,5.4493,0.0000
2010-11-05 12:14:39.548,5.4073,0.0000
2010-11-05 12:14:41.598,6.0524,0.0000
2010-11-05 12:14:43.645,6.0524,0.0000
2010-11-05 12:14:45.695,6.1004,0.0000
2010-11-05 12:14:47.741,6.0524,0.0000
2010-11-05 12:14:49.788,6.0524,0.0000
2010-11-05 12:14:51.838,6.0524,0.0000
2010-11-05 12:14:53.885,6.1498,0.0000
2010-11-05 12:14:55.935,6.0057,0.0000
2010-11-05 12:14:57.981,6.6781,0.0000
2010-11-05 12:15:00.028,8.1602,0.0000
2010-11-05 12:15:02.078,8.0909,0.0000
2010-11-05 12:15:04.125,8.1602,0.0000
2010-11-05 12:15:06.175,8.5247,0.0000
2010-11-05 12:15:08.221,8.0909,0.0000
2010-11-05 12:15:10.268,7.5098,0.0000
2010-11-05 12:15:12.318,7.6332,0.0000
2010-11-05 12:15:14.365,8.0909,0.0000
2010-11-05 12:15:16.415,7.1472,0.0000
2010-11-05 12:15:18.461,7.0898,0.0000
2010-11-05 12:15:20.508,6.6244,0.0000
2010-11-05 12:15:22.558,6.6244,0.0000
2010-11-05 12:15:24.605,6.6244,0.0000
2010-11-05 12:15:26.655,6.5723,0.0000
2010-11-05 12:15:28.701,6.5216,0.0000
2010-11-05 12:15:30.748,6.5723,0.0000
2010-11-05 12:15:32.798,6.0057,0.0000
2010-11-05 12:15:34.845,7.5706,0.0000
2010-11-05 12:15:36.895,7.0898,0.0000
2010-11-05 12:15:38.941,7.5706,0.0000
2010-11-05 12:15:40.988,7.0898,0.0000
2010-11-05 12:15:43.038,7.5098,0.0000
2010-11-05 12:15:45.085,6.9796,0.0000
2010-11-05 12:15:47.135,7.0898,0.0000
2010-11-05 12:15:49.181,6.9796,0.0000
2010-11-05 12:15:51.228,6.4243,0.0000
2010-11-05 12:15:53.278,6.8252,0.0000
2010-11-05 12:15:55.325,6.8252,0.0000
2010-11-05 12:15:57.375,5.2141,0.0000
2010-11-05 12:15:59.421,5.9161,0.0000
2010-11-05 12:16:01.468,5.2507,0.0000
2010-11-05 12:16:03.518,6.4243,0.0000
2010-11-05 12:16:05.565,7.4508,0.0000
2010-11-05 12:16:07.615,7.7724,0.0000
2010-11-05 12:16:09.661,7.2831,0.0000
2010-11-05 12:16:11.708,6.3776,0.0000
2010-11-05 12:16:13.755,5.8313,0.0000
2010-11-05 12:16:15.805,6.2877,0.0000
2010-11-05 12:16:17.851,7.3375,0.0000
2010-11-05 12:16:19.901,6.3321,0.0000
2010-11-05 12:16:21.948,6.3776,0.0000
2010-11-05 12:16:23.995,7.7724,0.0000
2010-11-05 12:16:26.045,7.7724,0.0000
2010-11-05 12:16:28.091,8.1847,0.0000
2010-11-05 12:16:30.141,6.8753,0.0000
2010-11-05 12:16:32.188,6.9267,0.0000
2010-11-05 12:16:34.235,6.9796,0.0000
2010-11-05 12:16:36.285,6.9267,0.0000
2010-11-05 12:16:38.331,7.3375,0.0000
2010-11-05 12:16:40.381,7.0339,0.0000
2010-11-05 12:16:42.428,7.3934,0.0000
2010-11-05 12:16:44.475,6.9267,0.0000
2010-11-05 12:16:46.525,6.3776,0.0000
2010-11-05 12:16:48.571,7.4508,0.0000
2010-11-05 12:16:50.621,6.8753,0.0000
2010-11-05 12:16:52.668,6.8753,0.0000
2010-11-05 12:16:54.715,6.9267,0.0000
2010-11-05 12:16:56.765,6.9267,0.0000
2010-11-05 12:16:58.811,6.9267,0.0000
2010-11-05 12:17:00.861,6.9267,0.0000
2010-11-05 12:17:02.908,5.8731,0.0000
2010-11-05 12:17:04.955,6.3776,0.0000
2010-11-05 12:17:07.005,6.9267,0.0000
2010-11-05 12:17:09.051,6.9267,0.0000
2010-11-05 12:17:11.101,5.8731,0.0000
2010-11-05 12:17:13.148,6.4723,0.0000
2010-11-05 12:17:15.195,6.8753,0.0000
2010-11-05 12:17:17.245,6.9267,0.0000
2010-11-05 12:17:19.291,6.8753,0.0000
2010-11-05 12:17:21.338,6.4243,0.0000
2010-11-05 12:17:23.388,7.3934,0.0000
2010-11-05 12:17:25.435,6.9267,0.0000
2010-11-05 12:17:27.485,6.7764,0.0000
2010-11-05 12:17:29.531,6.2877,0.0000
2010-11-05 12:17:31.578,6.2877,0.0000
2010-11-05 12:17:33.628,6.7764,0.0000
2010-11-05 12:17:35.675,7.3934,0.0000
2010-11-05 12:17:37.725,6.7288,0.0000
2010-11-05 12:17:39.771,6.8252,0.0000
2010-11-05 12:17:41.818,5.7904,0.0000
2010-11-05 12:17:43.868,6.2444,0.0000
2010-11-05 12:17:45.915,5.1436,0.0000
2010-11-05 12:17:47.965,4.4607,0.0000
2010-11-05 12:17:50.011,5.1436,0.0000
2010-11-05 12:17:52.058,5.1436,0.0000
2010-11-05 12:17:54.108,3.5045,0.0000
2010-11-05 12:17:56.155,5.1097,0.0000
2010-11-05 12:17:58.205,5.7118,0.0000
2010-11-05 12:18:00.251,5.7904,0.0000
2010-11-05 12:18:02.298,5.8313,0.0000
2010-11-05 12:18:04.348,5.7506,0.0000
2010-11-05 12:18:06.395,6.2444,0.0000
2010-11-05 12:18:08.445,5.7904,0.0000
2010-11-05 12:18:10.491,5.7506,0.0000
2010-11-05 12:18:12.538,5.1436,0.0000
2010-11-05 12:18:14.588,5.1784,0.0000
2010-11-05 12:18:16.635,3.5640,0.0000
2010-11-05 12:18:18.685,5.1436,0.0000
2010-11-05 12:18:20.731,5.1784,0.0000
2010-11-05 12:18:22.778,5.2141,0.0000
2010-11-05 12:18:24.825,6.8753,0.0000
2010-11-05 12:18:26.875,6.3321,0.0000
2010-11-05 12:18:28.921,6.8252,0.0000
2010-11-05 12:18:30.971,6.3776,0.0000
2010-11-05 12:18:33.018,6.3321,0.0000
2010-11-05 12:18:35.065,6.3776,0.0000
2010-11-05 12:18:37.115,5.1436,0.0000
2010-11-05 12:18:39.161,6.4243,0.0000
2010-11-05 12:18:41.211,6.8252,0.0000
2010-11-05 12:18:43.258,6.8252,0.0000
2010-11-05 12:18:45.305,6.3321,0.0000
2010-11-05 12:18:47.355,8.0613,0.0000
2010-11-05 12:18:49.401,7.6566,0.0000
2010-11-05 12:18:51.451,7.6566,0.0000
2010-11-05 12:18:53.498,5.7506,0.0000
2010-11-05 12:18:55.545,5.1097,0.0000
2010-11-05 12:18:57.595,5.7506,0.0000
2010-11-05 12:18:59.641,6.8252,0.0000
2010-11-05 12:19:01.691,6.7288,0.0000
2010-11-05 12:19:03.738,6.2877,0.0000
